id,timestep,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,target_type,priority
1,0.0,10903.982817124534,11839.347877771084,52622.66987016873,-965.6746308686938,-1052.3233204308553,-5262.266987016873,Ballistic_Missile,1
1,1.0,9939.034730901683,10787.816293862776,47354.55205509467,-964.9480862228493,-1051.5315839083078,-5268.11781507406,Ballistic_Missile,1
1,2.0,8975.437251697496,9737.756505129617,42083.997856278074,-963.5974792041864,-1050.0597887331585,-5270.554198816595,Ballistic_Missile,1
1,3.0,8014.347943728185,8690.429942472532,36817.35251073644,-961.0893079693114,-1047.3265626570853,-5266.645345541638,Ballistic_Missile,1
1,4.0,7057.903137897088,7648.164626901784,31566.34843737706,-956.4448058310974,-1042.2653155707485,-5251.004073359381,Ballistic_Missile,1
1,5.0,6110.004680199183,6615.212511820717,26352.4549062028,-947.8984576979047,-1032.952115081067,-5213.893531174256,Ballistic_Missile,1
1,6.0,5177.63520305661,5599.182771894305,21214.168173215785,-932.3694771425726,-1016.0297399264117,-5138.286732987017,Ballistic_Missile,1
1,7.0,4272.814506777612,4613.173727992702,16217.892728560822,-904.8206962789983,-986.0090439016029,-4996.275444654962,Ballistic_Missile,1
1,8.0,3414.780756633074,3678.149760156258,11470.157331670373,-858.0337501445383,-935.0239678364441,-4747.735396890451,Ballistic_Missile,1
1,9.0,2630.439784768188,2823.430924765157,7120.374230697265,-784.3409718648859,-854.7188353911006,-4349.783100973107,Ballistic_Missile,1
1,10.0,1949.0394407371916,2080.8894416898647,3331.667286915178,-681.4003440309964,-742.5414830752924,-3788.7069437820874,Ballistic_Missile,1
1,11.0,1389.2608511495262,1470.8826699772392,209.3889004083817,-559.7785895876655,-610.0067717126256,-3122.2783865067963,Ballistic_Missile,1
1,12.0,948.3444693961455,990.403452601831,0.0,0.0,0.0,0.0,Ballistic_Missile,1
2,0.0,30743.953974385826,27222.284614794247,7957.654568221986,-255.3671374344668,-224.47188046284583,0.0,cruise_missile,2
2,1.0,30489.813325662915,26999.40213666233,7957.99333167621,-254.14064872291237,-222.88247813191532,0.33876345422411397,cruise_missile,2
2,2.0,30236.445518781908,26776.382294779818,7958.668150130695,-253.36780688100706,-223.01984188251265,0.6748184544848896,cruise_missile,2
2,3.0,29983.549968617783,26554.00255261286,7959.673629945515,-252.89555016412532,-222.37974216695923,1.00547981482076,cruise_missile,2
2,4.0,29732.203025731775,26334.079160453955,7961.00173528598,-251.34694288600804,-219.92339215890385,1.3281053404657066,cruise_missile,2
2,5.0,29481.79695613439,26114.276693206917,7962.641852151966,-250.40606959738707,-219.80246724703895,1.6401168659858365,cruise_missile,2
2,6.0,29232.042401209335,25894.463275468723,7964.580872941479,-249.75455492505398,-219.81341773819616,1.939020789512813,cruise_missile,2
2,7.0,28983.965329268827,25674.926139106006,7966.803300883217,-248.07707194050798,-219.53713636271792,2.2224279417378114,cruise_missile,2
2,8.0,28736.171463659168,25455.344580673674,7969.291373516498,-247.79386560965952,-219.5815584323301,2.4880726332816354,cruise_missile,2
2,9.0,28489.180949097845,25237.280118112965,7972.025204246675,-246.99051456132128,-218.06446256070876,2.733830730176401,cruise_missile,2
2,10.0,28243.57960622699,25019.42059126884,7974.982940861122,-245.60134287085404,-217.8595268441231,2.9577366144480495,cruise_missile,2
2,11.0,28000.50257406252,24802.054360930888,7978.140939756258,-243.07703216447192,-217.36623033795416,3.1579988951364033,cruise_missile,2
2,12.0,27758.352744915952,24585.165310451797,7981.4739545007415,-242.14982914656863,-216.8890504790889,3.3330147444827465,cruise_missile,2
2,13.0,27516.75510831343,24367.611639031304,7984.95533724514,-241.59763660252156,-217.55367142049244,3.4813827443990006,cruise_missile,2
2,14.0,27275.863526457502,24150.3254926071,7988.557251384785,-240.89158185592797,-217.2861464242056,3.6019141396444643,cruise_missile,2
2,15.0,27035.833263889126,23933.83443231851,7992.25089379109,-240.03026256837614,-216.49106028858876,3.6936424063051163,cruise_missile,2
2,16.0,26796.26746936959,23716.258859715777,7996.006724848208,-239.56579451953365,-217.57557260272986,3.7558310571180846,cruise_missile,2
2,17.0,26557.342984780422,23500.05576276827,7999.794704467031,-238.92448458917045,-216.2030969475093,3.7879796188230324,cruise_missile,2
2,18.0,26319.66460035897,23284.732062560237,8003.58453219799,-237.67838442144992,-215.3237002080296,3.7898277309588537,cruise_missile,2
2,19.0,26082.73468446425,23070.461631290793,8007.345889528246,-236.9299158947231,-214.2704312694425,3.7613573302558274,cruise_missile,2
2,20.0,25847.546929219767,22857.538729283904,8011.048682428137,-235.18775524448296,-212.92290200688842,3.702792899891628,cruise_missile,2
2,21.0,25613.851464422714,22645.051236002848,8014.663282206406,-233.69546479705133,-212.48749328105592,3.614599778268565,cruise_missile,2
2,22.0,25381.338674090373,22432.072785768753,8018.160762743914,-232.5127903323407,-212.97845023409369,3.4974805375083604,cruise_missile,2
2,23.0,25150.075006885498,22220.371944492952,8021.5131322013385,-231.2636672048741,-211.70084127580014,3.3523694574240555,cruise_missile,2
2,24.0,24918.295924101498,22008.709889959006,8024.693557337526,-231.7790827840002,-211.66205453394605,3.180425136186875,cruise_missile,2
2,25.0,24688.8497682108,21795.94939051467,8027.676578631654,-229.44615589069727,-212.76049944433547,2.9830212941278926,cruise_missile,2
2,26.0,24460.24990760885,21584.04508903125,8030.438314473621,-228.59986060195087,-211.90430148341875,2.761735841967587,cruise_missile,2
2,27.0,24231.846180606604,21371.653776180243,8032.95665277274,-228.40372700224634,-212.3913128510065,2.518338299118938,cruise_missile,2
2,28.0,24004.577285356852,21161.636908927987,8035.211428434172,-227.2688952497522,-210.0168672522569,2.2547756614318426,cruise_missile,2
2,29.0,23778.56110928502,20951.817849598385,8037.184585264884,-226.01617607183266,-209.81905932960078,1.9731568307117446,cruise_missile,2
2,30.0,23553.004637768994,20742.555044966113,8038.860320995316,-225.55647151602454,-209.26280463227013,1.6757357304323088,cruise_missile,2
2,31.0,23327.529408048194,20533.751004338817,8040.225214238472,-225.47522972080137,-208.80404062729664,1.3648932431558582,cruise_missile,2
2,32.0,23103.146965494052,20324.6558111006,8041.268332353642,-224.3824425541426,-209.09519323821473,1.0431181151695543,cruise_missile,2
2,33.0,22878.585903940628,20118.35769106363,8041.981319336284,-224.56106155342445,-206.29812003697228,0.7129869826423948,cruise_missile,2
2,34.0,22655.474289603306,19912.231594641267,8042.3584630174055,-223.1116143373222,-206.12609642236188,0.3771436811216117,cruise_missile,2
2,35.0,22432.7220434646,19706.468658637987,8042.396741023747,-222.75224613870435,-205.7629360032795,0.038278006342042814,cruise_missile,2
2,36.0,22210.387372048684,19501.266756765064,8042.095845122804,-222.33467141591512,-205.201901872923,-0.30089590094332863,cruise_missile,2
2,37.0,21988.285199990038,19297.115956825975,8041.458183752667,-222.10217205864794,-204.15079993908816,-0.6376613701375551,cruise_missile,2
2,38.0,21768.544085828296,19094.117971372194,8040.4888627144255,-219.74111416174225,-202.9979854537814,-0.9693210382411177,cruise_missile,2
2,39.0,21549.577217908496,18891.125858122807,8039.195644182844,-218.96686791979894,-202.99211324938597,-1.2932185315812346,cruise_missile,2
2,40.0,21333.918404813183,18688.17661464832,8037.588884367711,-215.65881309531306,-202.9492434744849,-1.606759815133357,cruise_missile,2
2,41.0,21117.89414679392,18486.108020405754,8035.681450332174,-216.02425801926339,-202.0685942425654,-1.907434035536962,cruise_missile,2
2,42.0,20902.309655113077,18283.65605123846,8033.488616643981,-215.58449168084334,-202.4519691672941,-2.19283368819312,cruise_missile,2
2,43.0,20687.284607150294,18081.201396816763,8031.0279426994175,-215.0250479627821,-202.4546544216968,-2.460673944563254,cruise_missile,2
2,44.0,20472.781840277145,17880.200169479853,8028.3191317165065,-214.50276687314926,-201.00122733690884,-2.708810982911134,cruise_missile,2
2,45.0,20258.890114971422,17680.932334009034,8025.383872542332,-213.89172530572188,-199.26783547081925,-2.9352591741748353,cruise_missile,2
2,46.0,20046.188232611734,17482.58877427658,8022.245665557993,-212.70188235968695,-198.34355973245275,-3.1382069843397904,cruise_missile,2
2,47.0,19833.02127633108,17285.54359498583,8018.9296340924775,-213.16695628065438,-197.0451792907512,-3.316031465515204,cruise_missile,2
2,48.0,19621.54057550174,17088.76363447789,8015.462322872688,-211.48070082934106,-196.7799605079366,-3.4673112197898015,cruise_missile,2
2,49.0,19409.998303786426,16892.367130922124,8011.871485139942,-211.54227171531417,-196.39650355576617,-3.590837732746274,cruise_missile,2
2,50.0,19200.67972428682,16697.010465107323,8008.185860152816,-209.31857949960437,-195.35666581480018,-3.685624987126089,cruise_missile,2
2,51.0,18992.225406875452,16501.972676367892,8004.434942871385,-208.45431741136667,-195.0377887394322,-3.750917281430839,cruise_missile,2
2,52.0,18784.260231729677,16307.315372773364,8000.648747678293,-207.9651751457751,-194.65730359452706,-3.786195193091452,cruise_missile,2
2,53.0,18578.505471743443,16112.596232883114,7996.857568037195,-205.7547599862325,-194.71913989025035,-3.7911796410979255,cruise_missile,2
2,54.0,18372.99571870736,15918.473117618954,7993.091734018671,-205.5097530360836,-194.12311526415868,-3.765834018524093,cruise_missile,2
2,55.0,18167.655167156398,15724.621688979283,7989.381369637602,-205.34055155096263,-193.85142863967195,-3.7103643810683304,cruise_missile,2
2,56.0,17960.54027133622,15531.705191225952,7985.756151944173,-207.11489582017694,-192.91649775333164,-3.6252176934282665,cruise_missile,2
2,57.0,17753.78738159932,15339.382179229433,7982.2450737932695,-206.75288973689953,-192.32301199651994,-3.5110781509042077,cruise_missile,2
2,58.0,17547.02715787852,15149.630196320577,7978.876212184314,-206.76022372079763,-189.7519829088551,-3.3688616089555805,cruise_missile,2
2,59.0,17341.117407668808,14961.671493429505,7975.676504015918,-205.90975020971288,-187.95870289107145,-3.199708168395866,cruise_missile,2
2,60.0,17136.405058735487,14774.161585472511,7972.671531037528,-204.71234893332135,-187.50990795699306,-3.0049729783895724,cruise_missile,2
2,61.0,16933.188279238886,14587.770475271393,7969.885315704227,-203.2167794966023,-186.39111020111898,-2.786215333301951,cruise_missile,2
2,62.0,16730.756570627073,14403.197753711149,7967.340129551578,-202.43170861181358,-184.57272156024425,-2.5451861526490913,cruise_missile,2
2,63.0,16526.966338634174,14218.391656394593,7965.056315605767,-203.7902319928979,-184.80609731655625,-2.2838139458111075,cruise_missile,2
2,64.0,16324.334040817947,14032.190576102155,7963.052126231045,-202.6322978162274,-186.20108029243744,-2.004189374721895,cruise_missile,2
2,65.0,16122.430592859377,13847.759308112541,7961.3435776926835,-201.9034479585694,-184.43126798961387,-1.708548538361367,cruise_missile,2
2,66.0,15920.208634339087,13664.020726352514,7959.944322580199,-202.22195852029003,-183.73858176002778,-1.3992551124851627,cruise_missile,2
2,67.0,15718.609543717623,13481.689799683776,7958.865541093623,-201.59909062146477,-182.33092666873827,-1.078781486575843,cruise_missile,2
2,68.0,15516.973398019558,13298.94382309436,7958.115852046182,-201.6361456980651,-182.7459765894171,-0.7496890474405719,cruise_missile,2
2,69.0,15315.291004123674,13117.50773185763,7957.701244281009,-201.682393895884,-181.43609123673093,-0.41460776517301096,cruise_missile,2
2,70.0,15115.934670147019,12936.796974729557,7957.6250290387,-199.35633397665472,-180.710757128073,-0.07621524230904936,cruise_missile,2
2,71.0,14917.606233272285,12758.287456465456,7957.887813647787,-198.32843687473297,-178.5095182641021,0.2627846090876922,cruise_missile,2
2,72.0,14719.943429283301,12580.254047440381,7958.4874967427795,-197.6628039889839,-178.0334090250752,0.5996830949925158,cruise_missile,2
2,73.0,14522.936092699425,12402.417133891435,7959.419285045553,-197.007336583877,-177.8369135489468,0.9317883027736731,cruise_missile,2
2,74.0,14326.23055758219,12224.603864777098,7960.675731576815,-196.70553511723506,-177.81326911433712,1.2564465312629645,cruise_missile,2
2,75.0,14130.293616018691,12047.865748602364,7962.246794996321,-195.93694156349838,-176.73811617473444,1.5710634195057105,cruise_missile,2
2,76.0,13934.588172167585,11872.570560877915,7964.11991960474,-195.70544385110568,-175.29518772444794,1.8731246084191389,cruise_missile,2
2,77.0,13739.682006800536,11696.960800668818,7966.280135377814,-194.90616536704792,-175.6097602090982,2.1602157730737828,cruise_missile,2
2,78.0,13544.760650465028,11522.39702493836,7968.710177245812,-194.9213563355083,-174.56377573045708,2.4300418679980846,cruise_missile,2
2,79.0,13350.59554173639,11348.037274042397,7971.390622679578,-194.16510872863998,-174.3597508959628,2.680445433766515,cruise_missile,2
2,80.0,13156.115111394396,11174.129740036657,7974.300046499712,-194.48043034199247,-173.90753400574022,2.9094238201337435,cruise_missile,2
2,81.0,12963.287126614638,10999.215793099394,7977.415191688795,-192.82798477975882,-174.91394693726272,3.1151451890830892,cruise_missile,2
